vehicle_id,sample_count,health_score,risk_level,capacity_score,range_score,temperature_score,voltage_score,mean_temperature_c,max_temperature_c,voltage_std,capacity_retention,risk_reasons
EV000450,15,61.55,关注,71.52,96.29,17.79,44.43,45.76,51.39,6.9467,0.7152,容量保持率偏低；存在高温记录；电压波动较大
EV000451,13,89.7,良好,99.69,100.0,100.0,49.03,28.6,33.17,6.3707,0.9969,电压波动较大
EV000452,6,86.57,良好,80.48,100.0,100.0,66.99,27.28,31.61,4.1259,0.8048,电压波动较大
EV000453,14,89.41,良好,100.0,100.0,100.0,47.05,29.78,35.67,6.6191,1.0159,电压波动较大
EV000454,13,59.48,高风险,63.55,83.86,22.55,58.8,45.1,50.68,5.1498,0.6355,容量保持率偏低；存在高温记录；电压波动较大
EV000455,16,62.91,关注,61.44,81.13,100.0,5.63,29.93,34.52,11.7961,0.6144,容量保持率偏低；电压波动较大
EV000456,6,71.46,关注,63.35,86.09,100.0,38.85,28.82,33.55,7.6439,0.6335,容量保持率偏低；电压波动较大
EV000457,15,83.1,良好,83.98,100.0,100.0,43.52,27.89,33.6,7.0597,0.8398,电压波动较大
EV000458,10,54.11,高风险,47.37,63.06,100.0,8.85,29.15,32.15,11.3943,0.4737,容量保持率偏低；电压波动较大；估算续航偏低
EV000459,10,80.26,良好,84.92,100.0,100.0,27.68,28.58,32.0,9.0399,0.8492,电压波动较大
EV000460,14,82.98,良好,100.0,100.0,100.0,14.91,28.27,31.29,10.636,1.0002,电压波动较大
EV000461,11,89.53,良好,99.31,100.0,100.0,48.86,29.65,33.62,6.3926,0.9931,电压波动较大
EV000462,11,68.87,关注,63.99,85.74,100.0,25.21,28.21,32.84,9.3487,0.6399,容量保持率偏低；电压波动较大
EV000463,14,79.5,良好,70.83,94.15,100.0,55.86,29.74,35.03,5.5174,0.7083,容量保持率偏低；电压波动较大
EV000464,15,81.15,良好,77.02,100.0,100.0,45.98,28.0,32.2,6.7529,0.7702,电压波动较大
EV000465,12,69.7,关注,62.79,82.58,98.65,36.74,30.34,35.5,7.9075,0.6279,容量保持率偏低；电压波动较大
EV000466,14,70.25,关注,62.93,82.5,100.0,38.01,29.9,34.69,7.7487,0.6293,容量保持率偏低；电压波动较大
EV000467,13,83.0,良好,82.11,100.0,98.79,47.5,30.3,37.19,6.5631,0.8211,电压波动较大
EV000468,12,67.87,关注,84.29,100.0,13.96,52.91,45.38,53.18,5.8863,0.8429,存在高温记录；电压波动较大
EV000469,10,73.05,关注,70.67,93.05,100.0,25.24,28.54,32.87,9.3453,0.7067,容量保持率偏低；电压波动较大
EV000470,13,82.63,良好,87.18,100.0,100.0,35.59,28.02,35.36,8.0518,0.8718,电压波动较大
EV000471,13,71.49,关注,73.5,97.32,100.0,7.17,29.53,35.72,11.6031,0.735,容量保持率偏低；电压波动较大
EV000472,19,71.0,关注,100.0,100.0,29.85,25.15,44.55,48.99,9.3559,1.0238,存在高温记录；电压波动较大
EV000473,12,84.84,良好,81.32,100.0,100.0,56.88,29.4,34.59,5.3897,0.8132,电压波动较大
EV000474,14,92.98,健康,100.0,100.0,100.0,64.92,29.79,35.96,4.3856,1.0196,电压波动较大
EV000475,16,77.71,良好,70.5,94.98,100.0,46.44,28.74,33.75,6.6951,0.705,容量保持率偏低；电压波动较大
EV000476,13,70.9,关注,64.93,86.71,100.0,32.48,28.69,33.59,8.4394,0.6493,容量保持率偏低；电压波动较大
EV000477,6,72.39,关注,62.78,82.62,100.0,48.81,26.8,30.25,6.399,0.6278,容量保持率偏低；电压波动较大
EV000478,12,77.68,良好,72.27,97.04,100.0,40.65,27.82,33.57,7.419,0.7227,容量保持率偏低；电压波动较大
EV000479,5,88.76,良好,96.93,100.0,100.0,49.18,28.17,31.27,6.3521,0.9693,电压波动较大
EV000480,12,82.19,良好,83.91,100.0,100.0,39.1,29.57,34.54,7.6128,0.8391,电压波动较大
EV000481,9,83.87,良好,82.71,100.0,100.0,49.63,26.89,29.83,6.2965,0.8271,电压波动较大
EV000482,14,73.76,关注,63.04,83.92,100.0,53.58,28.48,31.96,5.8029,0.6304,容量保持率偏低；电压波动较大
EV000483,9,82.79,良好,85.26,100.0,100.0,39.72,29.36,32.29,7.5351,0.8526,电压波动较大
EV000484,10,72.95,关注,65.0,86.92,100.0,42.35,29.26,32.13,7.2057,0.65,容量保持率偏低；电压波动较大
EV000485,12,80.46,良好,84.19,100.0,100.0,29.98,29.27,33.38,8.7527,0.8419,电压波动较大
EV000486,10,68.12,关注,64.21,85.34,100.0,21.54,29.53,35.76,9.8076,0.6421,容量保持率偏低；电压波动较大
EV000487,16,71.88,关注,63.09,84.21,99.82,43.93,30.05,33.91,7.0084,0.6309,容量保持率偏低；电压波动较大
EV000488,14,56.46,高风险,48.22,66.09,100.0,15.29,29.94,35.61,10.5892,0.4822,容量保持率偏低；电压波动较大；估算续航偏低
EV000489,7,79.48,良好,83.57,100.0,100.0,26.18,29.68,32.91,9.2278,0.8357,电压波动较大
EV000490,12,86.73,良好,99.67,100.0,100.0,34.23,28.52,32.17,8.2215,0.9967,电压波动较大
EV000491,10,64.57,关注,53.05,70.3,100.0,42.14,29.7,31.83,7.2324,0.5305,容量保持率偏低；电压波动较大；估算续航偏低
EV000492,12,72.19,关注,62.5,83.27,100.0,47.49,29.28,34.53,6.5636,0.625,容量保持率偏低；电压波动较大
EV000493,17,62.34,关注,48.27,63.9,100.0,47.35,28.76,35.21,6.5812,0.4827,容量保持率偏低；电压波动较大；估算续航偏低
EV000494,13,71.48,关注,100.0,100.0,20.58,36.84,45.51,50.79,7.8949,1.0079,存在高温记录；电压波动较大
EV000495,14,83.08,良好,72.99,96.44,100.0,67.09,28.56,34.61,4.1139,0.7299,容量保持率偏低；电压波动较大
EV000496,11,70.76,关注,61.13,80.48,100.0,46.23,29.02,32.52,6.7206,0.6113,容量保持率偏低；电压波动较大
EV000497,14,66.3,关注,55.53,74.04,100.0,41.77,27.78,31.09,7.2792,0.5553,容量保持率偏低；电压波动较大；估算续航偏低
EV000498,12,85.36,良好,84.84,100.0,100.0,53.33,29.8,34.46,5.8342,0.8485,电压波动较大
EV000499,12,87.0,良好,99.56,100.0,100.0,35.75,28.16,34.11,8.0314,0.9956,电压波动较大
EV000500,11,73.15,关注,63.89,84.79,99.7,48.24,30.08,32.44,6.4698,0.6389,容量保持率偏低；电压波动较大
