charge_id,vehicle_id,station_id,start_time,charge_duration_min,start_soc_percent,end_soc_percent,average_power_kw,max_temperature_c,charging_status
CHG0002155,EV000159,ST001,2025-10-28T06:00:00Z,59.6,32.21,78.86,77.02,39.65,completed
CHG0002156,EV000324,ST003,2025-10-28T09:00:00Z,48.1,21.33,74.97,49.87,53.68,completed
CHG0002157,EV000076,ST001,2025-10-28T12:00:00Z,44.9,21.02,92.2,61.66,49.16,completed
CHG0002158,EV000216,ST002,2025-10-28T15:00:00Z,39.3,10.37,81.39,62.7,45.06,completed
CHG0002159,EV000130,ST004,2025-10-28T18:00:00Z,44.2,23.74,96.14,55.41,34.29,completed
CHG0002160,EV000311,ST002,2025-10-28T21:00:00Z,47.5,19.92,95.84,71.93,38.73,completed
CHG0002161,EV000425,ST003,2025-10-29T00:00:00Z,51.3,10.08,71.38,68.49,36.9,completed
CHG0002162,EV000104,ST002,2025-10-29T03:00:00Z,36.4,33.35,88.68,52.45,34.96,completed
CHG0002163,EV000255,ST001,2025-10-29T06:00:00Z,25.6,32.31,81.44,56.52,49.83,completed
CHG0002164,EV000404,ST002,2025-10-29T09:00:00Z,69.4,26.36,73.08,47.53,35.11,completed
CHG0002165,EV000397,ST002,2025-10-29T12:00:00Z,34.0,35.1,76.33,74.7,39.4,completed
CHG0002166,EV000185,ST001,2025-10-29T15:00:00Z,48.4,40.33,70.74,60.54,44.83,completed
CHG0002167,EV000439,ST001,2025-10-29T18:00:00Z,50.2,29.75,89.22,60.77,41.88,completed
CHG0002168,EV000237,ST001,2025-10-29T21:00:00Z,45.8,40.93,91.14,62.56,39.45,completed
CHG0002169,EV000312,ST004,2025-10-30T00:00:00Z,84.1,28.09,95.84,62.21,39.4,completed
CHG0002170,EV000417,ST004,2025-10-30T03:00:00Z,39.8,34.71,96.56,48.93,28.7,completed
CHG0002171,EV000496,ST003,2025-10-30T06:00:00Z,52.1,31.79,90.59,59.6,42.56,completed
CHG0002172,EV000266,ST004,2025-10-30T09:00:00Z,47.6,43.39,91.24,65.55,36.47,completed
CHG0002173,EV000096,ST002,2025-10-30T12:00:00Z,38.2,36.85,93.96,56.24,50.98,completed
CHG0002174,EV000403,ST001,2025-10-30T15:00:00Z,56.7,22.12,79.54,57.51,39.42,completed
CHG0002175,EV000414,ST004,2025-10-30T18:00:00Z,48.6,21.35,83.22,60.05,49.71,completed
CHG0002176,EV000455,ST002,2025-10-30T21:00:00Z,55.9,43.41,79.83,60.55,38.98,completed
CHG0002177,EV000297,ST002,2025-10-31T00:00:00Z,56.5,16.08,76.12,65.78,32.64,completed
CHG0002178,EV000036,ST002,2025-10-31T03:00:00Z,50.2,26.44,73.73,50.57,41.89,completed
CHG0002179,EV000446,ST002,2025-10-31T06:00:00Z,46.3,39.01,90.76,33.84,50.04,completed
CHG0002180,EV000428,ST004,2025-10-31T09:00:00Z,50.2,13.63,89.52,49.14,38.07,completed
CHG0002181,EV000440,ST004,2025-10-31T12:00:00Z,51.2,28.53,70.85,76.68,43.35,completed
CHG0002182,EV000060,ST003,2025-10-31T15:00:00Z,36.3,31.01,97.37,56.75,35.92,completed
CHG0002183,EV000208,ST004,2025-10-31T18:00:00Z,48.0,20.11,86.68,64.54,38.53,completed
CHG0002184,EV000159,ST004,2025-10-31T21:00:00Z,62.7,18.46,95.37,54.68,45.39,completed
CHG0002185,EV000306,ST002,2025-11-01T00:00:00Z,42.7,38.05,97.88,43.09,33.21,completed
CHG0002186,EV000429,ST004,2025-11-01T03:00:00Z,51.7,13.23,96.5,54.75,40.52,completed
CHG0002187,EV000449,ST003,2025-11-01T06:00:00Z,30.5,14.26,77.19,46.15,48.9,completed
CHG0002188,EV000126,ST004,2025-11-01T09:00:00Z,39.9,32.32,72.55,61.93,42.21,completed
CHG0002189,EV000024,ST002,2025-11-01T12:00:00Z,48.7,23.8,91.66,53.44,43.64,completed
CHG0002190,EV000058,ST003,2025-11-01T15:00:00Z,43.6,12.2,95.0,53.16,38.77,completed
CHG0002191,EV000004,ST004,2025-11-01T18:00:00Z,33.2,20.8,75.8,54.18,38.9,completed
CHG0002192,EV000252,ST003,2025-11-01T21:00:00Z,45.8,15.01,83.09,51.75,39.82,completed
CHG0002193,EV000021,ST003,2025-11-02T00:00:00Z,37.5,12.92,89.26,44.68,41.18,completed
CHG0002194,EV000437,ST001,2025-11-02T03:00:00Z,44.0,43.5,89.0,47.18,34.33,completed
CHG0002195,EV000029,ST003,2025-11-02T06:00:00Z,46.3,17.19,89.59,79.1,42.02,completed
CHG0002196,EV000435,ST001,2025-11-02T09:00:00Z,42.9,13.14,84.86,60.21,39.38,completed
CHG0002197,EV000049,ST001,2025-11-02T12:00:00Z,49.8,37.84,81.87,45.99,37.98,completed
CHG0002198,EV000214,ST001,2025-11-02T15:00:00Z,58.0,33.97,93.88,47.61,35.23,completed
CHG0002199,EV000352,ST004,2025-11-02T18:00:00Z,44.8,44.16,79.74,46.63,46.25,completed
CHG0002200,EV000234,ST003,2025-11-02T21:00:00Z,53.7,16.62,72.44,49.44,40.12,completed
CHG0002201,EV000265,ST002,2025-11-03T00:00:00Z,55.3,13.82,93.45,63.63,52.06,completed
CHG0002202,EV000438,ST001,2025-11-03T03:00:00Z,39.3,35.67,92.55,66.92,34.64,completed
CHG0002203,EV000139,ST002,2025-11-03T06:00:00Z,52.5,39.06,94.9,58.09,35.48,completed
CHG0002204,EV000282,ST002,2025-11-03T09:00:00Z,39.8,17.95,89.51,54.22,37.03,completed
CHG0002205,EV000025,ST004,2025-11-03T12:00:00Z,44.7,17.53,87.4,59.15,38.5,completed
CHG0002206,EV000145,ST002,2025-11-03T15:00:00Z,48.2,14.76,94.28,44.5,34.45,completed
CHG0002207,EV000252,ST001,2025-11-03T18:00:00Z,39.9,19.65,85.62,54.61,40.19,completed
CHG0002208,EV000127,ST003,2025-11-03T21:00:00Z,44.6,24.98,72.42,48.93,53.05,completed
CHG0002209,EV000333,ST001,2025-11-04T00:00:00Z,40.1,30.33,91.9,69.65,39.01,completed
CHG0002210,EV000435,ST002,2025-11-04T03:00:00Z,53.8,44.56,84.37,49.21,44.2,completed
CHG0002211,EV000116,ST003,2025-11-04T06:00:00Z,37.3,23.85,96.17,59.92,43.68,completed
CHG0002212,EV000271,ST004,2025-11-04T09:00:00Z,42.5,42.47,83.55,64.84,35.73,completed
CHG0002213,EV000232,ST004,2025-11-04T12:00:00Z,67.0,22.85,92.52,30.96,43.93,completed
CHG0002214,EV000176,ST001,2025-11-04T15:00:00Z,38.2,28.62,71.36,48.58,41.42,completed
CHG0002215,EV000463,ST003,2025-11-04T18:00:00Z,49.3,30.54,70.85,52.71,39.25,completed
CHG0002216,EV000336,ST004,2025-11-04T21:00:00Z,42.5,37.91,71.11,60.35,36.94,completed
CHG0002217,EV000035,ST001,2025-11-05T00:00:00Z,54.9,36.99,75.96,62.81,40.73,completed
CHG0002218,EV000253,ST003,2025-11-05T03:00:00Z,41.7,13.98,92.65,77.2,41.8,completed
CHG0002219,EV000299,ST004,2025-11-05T06:00:00Z,46.2,13.77,72.34,43.25,40.24,completed
CHG0002220,EV000496,ST002,2025-11-05T09:00:00Z,52.4,12.63,70.06,47.72,35.35,completed
CHG0002221,EV000205,ST004,2025-11-05T12:00:00Z,56.3,40.39,85.87,55.68,50.83,completed
CHG0002222,EV000481,ST001,2025-11-05T15:00:00Z,51.9,14.1,73.9,40.05,36.36,completed
CHG0002223,EV000193,ST001,2025-11-05T18:00:00Z,33.0,23.18,87.04,61.93,37.24,completed
CHG0002224,EV000222,ST002,2025-11-05T21:00:00Z,38.1,40.27,95.29,53.98,42.68,completed
CHG0002225,EV000196,ST004,2025-11-06T00:00:00Z,50.0,19.86,78.96,70.32,41.8,completed
CHG0002226,EV000205,ST003,2025-11-06T03:00:00Z,54.6,43.43,70.98,49.35,36.8,completed
CHG0002227,EV000100,ST001,2025-11-06T06:00:00Z,52.6,28.21,74.76,52.4,34.99,completed
CHG0002228,EV000463,ST002,2025-11-06T09:00:00Z,53.6,35.78,75.88,55.19,36.5,completed
CHG0002229,EV000075,ST002,2025-11-06T12:00:00Z,85.7,39.23,79.9,75.55,39.7,completed
CHG0002230,EV000469,ST004,2025-11-06T15:00:00Z,33.1,32.41,74.72,51.51,40.79,completed
CHG0002231,EV000299,ST002,2025-11-06T18:00:00Z,42.8,21.9,78.33,68.11,35.31,completed
CHG0002232,EV000499,ST002,2025-11-06T21:00:00Z,41.8,38.94,88.53,53.55,35.53,completed
CHG0002233,EV000349,ST002,2025-11-07T00:00:00Z,40.9,35.73,83.96,54.64,44.28,completed
CHG0002234,EV000418,ST002,2025-11-07T03:00:00Z,39.2,23.92,71.75,65.67,39.95,completed
CHG0002235,EV000333,ST002,2025-11-07T06:00:00Z,42.3,41.7,95.38,46.13,40.07,completed
CHG0002236,EV000233,ST003,2025-11-07T09:00:00Z,124.9,26.45,96.63,62.79,35.37,completed
CHG0002237,EV000166,ST001,2025-11-07T12:00:00Z,43.1,43.99,94.06,68.21,42.61,completed
CHG0002238,EV000387,ST003,2025-11-07T15:00:00Z,44.7,24.52,74.53,53.33,35.72,completed
CHG0002239,EV000003,ST001,2025-11-07T18:00:00Z,40.4,17.18,94.0,51.35,33.55,completed
CHG0002240,EV000287,ST001,2025-11-07T21:00:00Z,41.6,41.68,96.41,56.85,42.15,completed
CHG0002241,EV000296,ST001,2025-11-08T00:00:00Z,45.4,27.94,75.36,65.85,39.96,completed
CHG0002242,EV000357,ST003,2025-11-08T03:00:00Z,54.9,15.18,92.67,55.7,41.94,completed
CHG0002243,EV000291,ST003,2025-11-08T06:00:00Z,50.1,23.73,78.09,39.72,38.77,completed
CHG0002244,EV000222,ST004,2025-11-08T09:00:00Z,38.6,11.72,87.19,49.53,35.78,completed
CHG0002245,EV000088,ST003,2025-11-08T12:00:00Z,48.4,18.26,84.82,69.91,49.14,completed
CHG0002246,EV000148,ST003,2025-11-08T15:00:00Z,52.6,36.24,76.41,79.07,31.41,completed
CHG0002247,EV000157,ST002,2025-11-08T18:00:00Z,58.9,29.16,75.92,45.13,41.38,completed
CHG0002248,EV000283,ST004,2025-11-08T21:00:00Z,51.3,16.17,72.88,50.6,35.59,completed
CHG0002249,EV000289,ST001,2025-11-09T00:00:00Z,52.4,25.84,70.37,72.31,34.31,completed
CHG0002250,EV000375,ST001,2025-11-09T03:00:00Z,44.5,18.02,76.03,72.2,31.89,completed
CHG0002251,EV000160,ST004,2025-11-09T06:00:00Z,52.3,10.72,73.27,45.87,38.36,completed
CHG0002252,EV000074,ST003,2025-11-09T09:00:00Z,37.4,28.37,85.12,54.36,36.9,completed
CHG0002253,EV000484,ST002,2025-11-09T12:00:00Z,45.8,10.15,82.61,58.85,39.35,completed
CHG0002254,EV000371,ST001,2025-11-09T15:00:00Z,57.5,25.36,92.58,56.29,39.94,completed
CHG0002255,EV000480,ST004,2025-11-09T18:00:00Z,104.9,25.97,91.45,72.86,39.02,completed
CHG0002256,EV000151,ST001,2025-11-09T21:00:00Z,111.0,42.05,90.48,45.57,41.96,completed
CHG0002257,EV000330,ST002,2025-11-10T00:00:00Z,46.3,38.79,73.92,52.3,32.06,completed
CHG0002258,EV000335,ST003,2025-11-10T03:00:00Z,44.6,27.45,93.82,48.25,49.04,completed
CHG0002259,EV000257,ST003,2025-11-10T06:00:00Z,44.3,31.37,88.87,67.87,45.19,completed
CHG0002260,EV000141,ST002,2025-11-10T09:00:00Z,42.1,18.16,94.89,56.79,54.24,completed
CHG0002261,EV000392,ST003,2025-11-10T12:00:00Z,61.4,28.38,76.98,51.62,38.23,completed
CHG0002262,EV000252,ST003,2025-11-10T15:00:00Z,45.2,16.38,85.98,77.86,38.32,completed
CHG0002263,EV000020,ST004,2025-11-10T18:00:00Z,31.8,16.05,75.36,58.9,47.96,completed
CHG0002264,EV000386,ST001,2025-11-10T21:00:00Z,31.1,41.82,72.04,62.02,37.17,completed
CHG0002265,EV000412,ST001,2025-11-11T00:00:00Z,121.9,27.51,79.98,51.16,39.07,completed
CHG0002266,EV000491,ST002,2025-11-11T03:00:00Z,38.0,18.83,89.82,54.79,40.26,completed
CHG0002267,EV000164,ST001,2025-11-11T06:00:00Z,49.0,15.77,88.76,41.0,43.28,completed
CHG0002268,EV000228,ST002,2025-11-11T09:00:00Z,62.7,42.69,82.19,60.26,45.58,completed
CHG0002269,EV000187,ST003,2025-11-11T12:00:00Z,22.2,14.07,93.13,64.07,32.07,completed
CHG0002270,EV000273,ST002,2025-11-11T15:00:00Z,42.3,40.73,85.41,59.51,35.95,completed
CHG0002271,EV000271,ST003,2025-11-11T18:00:00Z,43.8,38.0,97.32,62.53,44.08,completed
CHG0002272,EV000471,ST001,2025-11-11T21:00:00Z,42.3,17.44,72.22,61.24,46.24,completed
CHG0002273,EV000105,ST001,2025-11-12T00:00:00Z,37.5,19.0,75.0,44.87,39.41,completed
CHG0002274,EV000220,ST004,2025-11-12T03:00:00Z,49.8,37.53,75.4,54.23,38.77,completed
CHG0002275,EV000232,ST004,2025-11-12T06:00:00Z,46.8,36.77,97.79,54.24,39.93,completed
CHG0002276,EV000413,ST004,2025-11-12T09:00:00Z,78.3,35.64,81.82,66.22,40.98,completed
CHG0002277,EV000093,ST004,2025-11-12T12:00:00Z,47.5,33.82,92.86,45.81,31.21,completed
CHG0002278,EV000215,ST001,2025-11-12T15:00:00Z,38.7,18.58,95.74,50.48,32.77,completed
CHG0002279,EV000163,ST002,2025-11-12T18:00:00Z,51.4,32.19,88.0,58.14,31.21,completed
CHG0002280,EV000215,ST003,2025-11-12T21:00:00Z,41.7,33.67,92.98,55.29,38.2,completed
CHG0002281,EV000347,ST003,2025-11-13T00:00:00Z,53.0,21.57,95.22,57.6,41.94,completed
CHG0002282,EV000238,ST003,2025-11-13T03:00:00Z,45.8,32.57,88.36,58.98,50.96,completed
CHG0002283,EV000289,ST003,2025-11-13T06:00:00Z,50.1,33.04,94.59,46.09,50.11,completed
CHG0002284,EV000109,ST004,2025-11-13T09:00:00Z,54.8,25.19,83.55,38.25,53.5,completed
CHG0002285,EV000061,ST004,2025-11-13T12:00:00Z,51.1,34.54,70.36,49.94,35.39,completed
CHG0002286,EV000277,ST001,2025-11-13T15:00:00Z,47.6,41.61,94.55,44.94,32.38,completed
CHG0002287,EV000246,ST003,2025-11-13T18:00:00Z,43.2,15.38,73.45,73.33,32.14,completed
CHG0002288,EV000462,ST003,2025-11-13T21:00:00Z,52.9,16.73,73.79,57.94,32.77,completed
CHG0002289,EV000322,ST002,2025-11-14T00:00:00Z,102.1,38.68,97.39,35.05,38.55,completed
CHG0002290,EV000479,ST004,2025-11-14T03:00:00Z,43.4,32.61,74.23,58.21,43.21,completed
CHG0002291,EV000474,ST002,2025-11-14T06:00:00Z,79.7,19.34,81.82,59.14,36.4,completed
CHG0002292,EV000408,ST002,2025-11-14T09:00:00Z,36.4,10.2,80.81,56.95,37.03,completed
CHG0002293,EV000267,ST001,2025-11-14T12:00:00Z,50.0,44.22,71.58,56.7,32.56,completed
CHG0002294,EV000364,ST001,2025-11-14T15:00:00Z,48.3,41.86,72.31,51.03,38.37,completed
CHG0002295,EV000265,ST004,2025-11-14T18:00:00Z,54.0,37.18,96.78,42.44,45.6,completed
CHG0002296,EV000315,ST003,2025-11-14T21:00:00Z,94.9,44.16,81.76,53.91,39.34,completed
CHG0002297,EV000225,ST004,2025-11-15T00:00:00Z,56.8,30.96,91.97,54.29,36.01,completed
CHG0002298,EV000204,ST004,2025-11-15T03:00:00Z,51.5,15.01,93.78,46.5,41.49,completed
CHG0002299,EV000300,ST001,2025-11-15T06:00:00Z,41.0,44.35,80.86,46.52,50.73,completed
CHG0002300,EV000120,ST004,2025-11-15T09:00:00Z,49.9,39.04,81.44,55.47,38.7,completed
CHG0002301,EV000258,ST002,2025-11-15T12:00:00Z,47.2,25.06,93.8,44.1,36.8,completed
CHG0002302,EV000438,ST004,2025-11-15T15:00:00Z,48.2,13.5,79.99,60.89,43.49,completed
CHG0002303,EV000134,ST002,2025-11-15T18:00:00Z,99.8,44.62,79.74,58.77,42.67,completed
CHG0002304,EV000308,ST004,2025-11-15T21:00:00Z,50.2,31.79,78.07,56.12,38.08,completed
CHG0002305,EV000148,ST004,2025-11-16T00:00:00Z,44.7,36.84,93.96,77.37,40.66,completed
CHG0002306,EV000144,ST003,2025-11-16T03:00:00Z,43.1,15.9,91.72,50.45,38.76,completed
CHG0002307,EV000397,ST002,2025-11-16T06:00:00Z,34.2,35.73,80.14,45.91,32.02,completed
CHG0002308,EV000144,ST004,2025-11-16T09:00:00Z,50.5,42.22,97.52,76.88,39.08,completed
CHG0002309,EV000143,ST001,2025-11-16T12:00:00Z,60.0,11.83,70.09,79.3,36.57,completed
CHG0002310,EV000371,ST001,2025-11-16T15:00:00Z,53.7,43.82,81.17,49.69,31.23,completed
CHG0002311,EV000061,ST002,2025-11-16T18:00:00Z,44.2,44.78,96.41,55.95,40.9,completed
CHG0002312,EV000063,ST002,2025-11-16T21:00:00Z,57.8,13.35,72.56,56.64,39.71,completed
CHG0002313,EV000441,ST003,2025-11-17T00:00:00Z,55.5,36.72,74.21,42.75,49.4,completed
CHG0002314,EV000300,ST004,2025-11-17T03:00:00Z,61.6,26.21,92.91,42.11,51.68,completed
CHG0002315,EV000077,ST001,2025-11-17T06:00:00Z,53.9,14.38,83.02,55.81,41.68,completed
CHG0002316,EV000475,ST004,2025-11-17T09:00:00Z,34.4,31.01,77.22,53.95,34.67,completed
CHG0002317,EV000015,ST002,2025-11-17T12:00:00Z,60.4,29.09,86.08,42.6,35.87,completed
CHG0002318,EV000055,ST001,2025-11-17T15:00:00Z,37.3,35.06,95.34,52.43,38.35,completed
CHG0002319,EV000117,ST001,2025-11-17T18:00:00Z,51.9,41.0,84.97,38.37,40.84,completed
CHG0002320,EV000059,ST002,2025-11-17T21:00:00Z,57.5,23.61,83.98,54.06,30.2,completed
CHG0002321,EV000117,ST004,2025-11-18T00:00:00Z,42.5,36.33,94.92,60.92,40.41,completed
CHG0002322,EV000322,ST001,2025-11-18T03:00:00Z,79.3,36.78,79.62,57.75,30.57,completed
CHG0002323,EV000086,ST001,2025-11-18T06:00:00Z,37.8,31.62,85.42,52.19,49.11,completed
CHG0002324,EV000165,ST004,2025-11-18T09:00:00Z,53.4,11.28,94.3,64.75,42.99,completed
CHG0002325,EV000010,ST003,2025-11-18T12:00:00Z,54.3,43.42,82.34,52.49,41.64,completed
CHG0002326,EV000436,ST004,2025-11-18T15:00:00Z,55.7,32.91,70.15,54.3,38.2,completed
CHG0002327,EV000251,ST002,2025-11-18T18:00:00Z,45.9,15.34,71.83,53.73,38.78,completed
CHG0002328,EV000483,ST001,2025-11-18T21:00:00Z,40.8,37.87,78.63,53.45,41.17,completed
CHG0002329,EV000486,ST001,2025-11-19T00:00:00Z,50.5,20.68,72.17,54.52,35.59,completed
CHG0002330,EV000042,ST001,2025-11-19T03:00:00Z,69.5,30.91,70.57,52.91,37.93,completed
CHG0002331,EV000116,ST004,2025-11-19T06:00:00Z,36.4,44.83,94.89,56.29,33.72,completed
CHG0002332,EV000223,ST003,2025-11-19T09:00:00Z,22.9,35.37,88.76,64.96,44.92,completed
CHG0002333,EV000108,ST002,2025-11-19T12:00:00Z,105.2,13.5,97.39,48.8,46.34,completed
CHG0002334,EV000411,ST003,2025-11-19T15:00:00Z,43.3,22.71,71.22,45.23,38.75,completed
CHG0002335,EV000035,ST003,2025-11-19T18:00:00Z,56.0,37.4,70.77,66.4,36.19,completed
CHG0002336,EV000351,ST001,2025-11-19T21:00:00Z,45.9,24.7,78.55,46.57,44.22,completed
CHG0002337,EV000432,ST004,2025-11-20T00:00:00Z,46.0,13.48,75.82,54.09,40.35,completed
CHG0002338,EV000350,ST003,2025-11-20T03:00:00Z,51.0,12.43,82.33,61.71,39.98,completed
CHG0002339,EV000278,ST004,2025-11-20T06:00:00Z,48.1,39.24,96.15,60.18,43.82,completed
CHG0002340,EV000078,ST003,2025-11-20T09:00:00Z,48.0,26.39,81.03,58.67,39.73,completed
CHG0002341,EV000336,ST002,2025-11-20T12:00:00Z,38.0,33.69,94.27,69.58,37.94,completed
CHG0002342,EV000080,ST001,2025-11-20T15:00:00Z,49.6,26.3,86.02,49.17,40.81,completed
CHG0002343,EV000130,ST001,2025-11-20T18:00:00Z,40.9,40.66,90.64,48.13,39.22,completed
CHG0002344,EV000123,ST003,2025-11-20T21:00:00Z,48.0,21.74,74.06,70.68,35.92,completed
CHG0002345,EV000271,ST001,2025-11-21T00:00:00Z,51.6,27.75,72.11,61.94,42.51,completed
CHG0002346,EV000397,ST003,2025-11-21T03:00:00Z,61.5,28.75,72.84,47.61,42.02,completed
CHG0002347,EV000036,ST002,2025-11-21T06:00:00Z,50.4,21.88,82.53,64.09,39.25,completed
CHG0002348,EV000497,ST004,2025-11-21T09:00:00Z,49.7,22.62,94.95,56.85,40.18,completed
CHG0002349,EV000162,ST001,2025-11-21T12:00:00Z,53.0,43.81,82.28,50.19,43.34,completed
CHG0002350,EV000185,ST002,2025-11-21T15:00:00Z,53.0,29.51,70.59,53.2,39.03,completed
CHG0002351,EV000132,ST003,2025-11-21T18:00:00Z,47.4,22.48,85.94,58.89,51.67,completed
CHG0002352,EV000186,ST002,2025-11-21T21:00:00Z,47.6,41.48,75.73,67.23,51.04,completed
CHG0002353,EV000161,ST003,2025-11-22T00:00:00Z,52.3,29.41,94.64,44.25,44.7,completed
CHG0002354,EV000088,ST004,2025-11-22T03:00:00Z,41.1,20.44,82.23,34.2,58.13,completed
CHG0002355,EV000441,ST002,2025-11-22T06:00:00Z,54.2,10.3,90.2,56.79,51.17,completed
CHG0002356,EV000137,ST004,2025-11-22T09:00:00Z,50.4,30.98,78.71,53.67,42.77,completed
CHG0002357,EV000021,ST004,2025-11-22T12:00:00Z,65.3,34.85,90.88,49.72,44.18,completed
CHG0002358,EV000455,ST004,2025-11-22T15:00:00Z,50.1,28.64,79.32,70.88,35.54,completed
CHG0002359,EV000192,ST003,2025-11-22T18:00:00Z,49.9,24.29,93.06,55.38,32.57,completed
CHG0002360,EV000442,ST004,2025-11-22T21:00:00Z,46.5,23.19,77.52,54.7,35.25,completed
CHG0002361,EV000220,ST002,2025-11-23T00:00:00Z,38.0,35.5,85.61,57.16,41.78,completed
CHG0002362,EV000179,ST001,2025-11-23T03:00:00Z,35.9,44.55,93.1,57.8,41.21,completed
CHG0002363,EV000480,ST003,2025-11-23T06:00:00Z,106.2,37.72,96.02,51.27,39.82,completed
CHG0002364,EV000211,ST002,2025-11-23T09:00:00Z,69.3,29.39,87.73,65.65,35.95,completed
CHG0002365,EV000481,ST001,2025-11-23T12:00:00Z,49.0,23.79,77.89,71.93,36.5,completed
CHG0002366,EV000309,ST004,2025-11-23T15:00:00Z,53.1,25.81,96.46,61.63,33.37,completed
CHG0002367,EV000298,ST002,2025-11-23T18:00:00Z,47.6,28.54,77.72,61.42,31.36,completed
CHG0002368,EV000186,ST002,2025-11-23T21:00:00Z,51.2,33.2,77.18,43.89,53.04,completed
CHG0002369,EV000258,ST004,2025-11-24T00:00:00Z,54.6,14.72,94.6,65.9,33.87,completed
CHG0002370,EV000210,ST003,2025-11-24T03:00:00Z,85.9,30.17,71.83,56.84,31.34,completed
CHG0002371,EV000469,ST003,2025-11-24T06:00:00Z,45.8,41.95,75.41,57.28,35.85,completed
CHG0002372,EV000463,ST002,2025-11-24T09:00:00Z,47.9,14.59,70.04,63.06,33.31,completed
CHG0002373,EV000118,ST001,2025-11-24T12:00:00Z,49.4,18.0,88.26,60.84,39.25,completed
CHG0002374,EV000490,ST001,2025-11-24T15:00:00Z,45.3,25.5,79.86,42.79,31.98,completed
CHG0002375,EV000283,ST004,2025-11-24T18:00:00Z,51.1,29.96,88.91,55.65,29.96,completed
CHG0002376,EV000355,ST001,2025-11-24T21:00:00Z,36.3,25.8,96.46,55.28,43.57,completed
CHG0002377,EV000433,ST001,2025-11-25T00:00:00Z,52.0,22.46,93.85,55.54,40.21,completed
CHG0002378,EV000484,ST003,2025-11-25T03:00:00Z,43.2,39.19,95.71,33.9,33.63,completed
CHG0002379,EV000055,ST003,2025-11-25T06:00:00Z,55.7,29.45,82.9,41.21,42.25,completed
CHG0002380,EV000061,ST002,2025-11-25T09:00:00Z,41.1,33.79,73.43,59.27,40.11,completed
CHG0002381,EV000467,ST003,2025-11-25T12:00:00Z,49.4,20.54,85.12,49.23,43.91,completed
CHG0002382,EV000290,ST004,2025-11-25T15:00:00Z,50.9,30.24,79.13,32.21,29.58,completed
CHG0002383,EV000472,ST003,2025-11-25T18:00:00Z,47.2,16.74,83.73,53.23,51.62,completed
CHG0002384,EV000275,ST004,2025-11-25T21:00:00Z,43.8,12.2,92.14,49.34,41.34,completed
CHG0002385,EV000361,ST002,2025-11-26T00:00:00Z,56.9,24.77,72.11,46.36,47.49,completed
CHG0002386,EV000434,ST003,2025-11-26T03:00:00Z,52.0,29.62,87.23,63.33,35.55,completed
CHG0002387,EV000011,ST001,2025-11-26T06:00:00Z,51.4,10.32,84.84,55.34,36.33,completed
CHG0002388,EV000494,ST001,2025-11-26T09:00:00Z,53.3,40.68,81.93,40.25,48.6,completed
CHG0002389,EV000229,ST004,2025-11-26T12:00:00Z,57.4,34.53,71.75,52.51,41.85,completed
CHG0002390,EV000360,ST004,2025-11-26T15:00:00Z,44.9,38.0,92.22,65.67,38.29,completed
CHG0002391,EV000190,ST004,2025-11-26T18:00:00Z,42.5,38.26,76.24,41.03,42.51,completed
CHG0002392,EV000451,ST001,2025-11-26T21:00:00Z,43.5,34.67,80.85,50.12,34.23,completed
CHG0002393,EV000043,ST003,2025-11-27T00:00:00Z,46.6,20.84,78.51,47.19,30.74,completed
CHG0002394,EV000329,ST002,2025-11-27T03:00:00Z,87.5,18.33,97.81,62.07,34.12,completed
CHG0002395,EV000491,ST004,2025-11-27T06:00:00Z,43.1,13.11,81.35,57.7,49.73,completed
CHG0002396,EV000271,ST001,2025-11-27T09:00:00Z,57.4,31.13,91.13,56.59,34.87,completed
CHG0002397,EV000050,ST003,2025-11-27T12:00:00Z,49.1,33.97,97.9,38.39,31.27,completed
CHG0002398,EV000374,ST003,2025-11-27T15:00:00Z,43.4,43.08,72.1,65.12,32.73,completed
CHG0002399,EV000163,ST001,2025-11-27T18:00:00Z,41.6,29.86,91.54,38.46,38.44,completed
CHG0002400,EV000466,ST003,2025-11-27T21:00:00Z,34.4,42.09,77.97,46.54,40.54,completed
CHG0002401,EV000446,ST003,2025-11-28T00:00:00Z,28.5,21.24,77.22,47.0,39.27,completed
CHG0002402,EV000429,ST001,2025-11-28T03:00:00Z,51.7,37.65,92.36,64.26,30.76,completed
CHG0002403,EV000193,ST004,2025-11-28T06:00:00Z,42.5,36.84,83.04,57.41,32.97,completed
CHG0002404,EV000047,ST004,2025-11-28T09:00:00Z,52.2,43.88,73.27,39.05,38.03,completed
CHG0002405,EV000261,ST004,2025-11-28T12:00:00Z,55.1,25.67,72.99,47.41,35.1,completed
CHG0002406,EV000210,ST002,2025-11-28T15:00:00Z,84.0,39.11,86.35,53.79,35.65,completed
CHG0002407,EV000436,ST002,2025-11-28T18:00:00Z,31.8,39.19,86.0,70.5,42.84,completed
CHG0002408,EV000145,ST001,2025-11-28T21:00:00Z,37.5,16.82,86.79,68.43,35.12,completed
CHG0002409,EV000243,ST001,2025-11-29T00:00:00Z,57.8,30.99,96.28,61.88,42.29,completed
CHG0002410,EV000264,ST001,2025-11-29T03:00:00Z,53.4,38.75,88.25,67.73,35.81,completed
CHG0002411,EV000413,ST001,2025-11-29T06:00:00Z,102.1,22.69,82.26,53.14,44.28,completed
CHG0002412,EV000244,ST001,2025-11-29T09:00:00Z,38.9,39.56,94.71,51.53,36.26,completed
